rowid,Song Clean,ARTIST CLEAN,Release Year,COMBINED,First?,Year?,PlayCount,F*G
1,Caught Up in You,.38 Special,1982,Caught Up in You by .38 Special,1,1,82,82
2,Fantasy Girl,.38 Special,,Fantasy Girl by .38 Special,1,0,3,0
3,Hold On Loosely,.38 Special,1981,Hold On Loosely by .38 Special,1,1,85,85
4,Rockin' Into the Night,.38 Special,1980,Rockin' Into the Night by .38 Special,1,1,18,18
5,Art For Arts Sake,10cc,1975,Art For Arts Sake by 10cc,1,1,1,1
6,Kryptonite,3 Doors Down,2000,Kryptonite by 3 Doors Down,1,1,13,13
7,Loser,3 Doors Down,2000,Loser by 3 Doors Down,1,1,1,1
8,When I'm Gone,3 Doors Down,2002,When I'm Gone by 3 Doors Down,1,1,6,6
9,What's Up?,4 Non Blondes,1992,What's Up? by 4 Non Blondes,1,1,3,3
10,Take On Me,a-ha,1985,Take On Me by a-ha,1,1,1,1
11,"Baby, Please Don't Go",AC/DC,,"Baby, Please Don't Go by AC/DC",1,0,1,0
12,Back In Black,AC/DC,1980,Back In Black by AC/DC,1,1,97,97
13,Big Gun,AC/DC,1993,Big Gun by AC/DC,1,1,6,6
14,CAN'T STOP ROCK'N'ROLL,AC/DC,,CAN'T STOP ROCK'N'ROLL by AC/DC,1,0,5,0
15,Dirty Deeds Done Dirt Cheap,AC/DC,1976,Dirty Deeds Done Dirt Cheap by AC/DC,1,1,85,85
16,For Those About To Rock,AC/DC,1981,For Those About To Rock by AC/DC,1,1,46,46
17,Girls Got Rhythm,AC/DC,,Girls Got Rhythm by AC/DC,1,0,24,0
18,Hard As A Rock,AC/DC,1995,Hard As A Rock by AC/DC,1,1,1,1
19,Have a Drink On Me,AC/DC,1980,Have a Drink On Me by AC/DC,1,1,39,39
20,Hells Bells,AC/DC,1980,Hells Bells by AC/DC,1,1,74,74
21,Highway To Hell,AC/DC,1979,Highway To Hell by AC/DC,1,1,92,92
22,It's A Long Way To The Top,AC/DC,1975,It's A Long Way To The Top by AC/DC,1,1,39,39
23,Jailbreak,AC/DC,1984,Jailbreak by AC/DC,1,1,1,1
24,Let There Be Rock,AC/DC,1977,Let There Be Rock by AC/DC,1,1,3,3
25,Let's Get It Up,AC/DC,,Let's Get It Up by AC/DC,1,0,4,0
26,Live Wire,AC/DC,,Live Wire by AC/DC,1,0,2,0
27,Moneytalks,AC/DC,,Moneytalks by AC/DC,1,0,20,0
28,Night Prowler,AC/DC,1979,Night Prowler by AC/DC,1,1,1,1
29,Rock and Roll Ain't Noise Pollution,AC/DC,1980,Rock and Roll Ain't Noise Pollution by AC/DC,1,1,21,21
30,Shoot To Thrill,AC/DC,,Shoot To Thrill by AC/DC,1,0,45,0
31,Shot Down In Flames,AC/DC,1979,Shot Down In Flames by AC/DC,1,1,2,2
32,Sin City,AC/DC,,Sin City by AC/DC,1,0,1,0
33,T.N.T.,AC/DC,1975,T.N.T. by AC/DC,1,1,66,66
34,Thunderstruck,AC/DC,1990,Thunderstruck by AC/DC,1,1,34,34
35,Touch Too Much,AC/DC,1979,Touch Too Much by AC/DC,1,1,2,2
36,What Do You Do For Money Honey,AC/DC,,What Do You Do For Money Honey by AC/DC,1,0,2,0
37,Who Made Who,AC/DC,1986,Who Made Who by AC/DC,1,1,12,12
38,Whole Lotta Rosie,AC/DC,1977,Whole Lotta Rosie by AC/DC,1,1,3,3
39,You Shook Me All Night Long,AC/DC,1980,You Shook Me All Night Long by AC/DC,1,1,138,138
40,How Long,Ace,1974,How Long by Ace,1,1,1,1
41,Dog On A Leash,Adelitas Way,2014,Dog On A Leash by Adelitas Way,1,1,4,4
42,Angel,Aerosmith,1987,Angel by Aerosmith,1,1,12,12
43,"Baby, Please Don't Go",Aerosmith,,"Baby, Please Don't Go by Aerosmith",1,0,1,0
44,Back in the Saddle,Aerosmith,1976,Back in the Saddle by Aerosmith,1,1,39,39
45,Big Ten Inch,Aerosmith,1975,Big Ten Inch by Aerosmith,1,1,3,3
46,Come Together,Aerosmith,,Come Together by Aerosmith,1,0,65,0
47,Crazy,Aerosmith,1993,Crazy by Aerosmith,1,1,7,7
48,Cryin',Aerosmith,1993,Cryin' by Aerosmith,1,1,15,15
49,Draw The Line,Aerosmith,1977,Draw The Line by Aerosmith,1,1,1,1
50,Dream On,Aerosmith,1973,Dream On by Aerosmith,1,1,142,142
51,Dude (Looks Like a Lady),Aerosmith,1987,Dude (Looks Like a Lady) by Aerosmith,1,1,42,42
52,Jaded,Aerosmith,2001,Jaded by Aerosmith,1,1,1,1
53,Janie's Got A Gun,Aerosmith,1989,Janie's Got A Gun by Aerosmith,1,1,34,34
54,Kings and Queens,Aerosmith,,Kings and Queens by Aerosmith,1,0,1,0
55,Last Child,Aerosmith,1976,Last Child by Aerosmith,1,1,4,4
56,Let the Music Do the Talking,Aerosmith,1985,Let the Music Do the Talking by Aerosmith,1,1,1,1
57,Livin' On The Edge,Aerosmith,1993,Livin' On The Edge by Aerosmith,1,1,27,27
58,Love In An Elevator,Aerosmith,1989,Love In An Elevator by Aerosmith,1,1,35,35
59,Mama Kin,Aerosmith,1973,Mama Kin by Aerosmith,1,1,5,5
60,No More No More,Aerosmith,1975,No More No More by Aerosmith,1,1,2,2
61,One Way Street,Aerosmith,,One Way Street by Aerosmith,1,0,1,0
62,Pink,Aerosmith,1997,Pink by Aerosmith,1,1,1,1
63,Rag Doll,Aerosmith,1987,Rag Doll by Aerosmith,1,1,47,47
64,Same Old Song and Dance,Aerosmith,1974,Same Old Song and Dance by Aerosmith,1,1,18,18
65,Seasons of Wither,Aerosmith,1974,Seasons of Wither by Aerosmith,1,1,2,2
66,Sweet Emotion,Aerosmith,1975,Sweet Emotion by Aerosmith,1,1,141,141
67,The Other Side,Aerosmith,,The Other Side by Aerosmith,1,0,11,0
68,Toys in the Attic,Aerosmith,1975,Toys in the Attic by Aerosmith,1,1,2,2
69,Train Kept A-Rollin',Aerosmith,1974,Train Kept A-Rollin' by Aerosmith,1,1,15,15
70,Walk This Way,Aerosmith,1975,Walk This Way by Aerosmith,1,1,106,106
71,What It Takes,Aerosmith,1989,What It Takes by Aerosmith,1,1,31,31
72,You See Me Crying,Aerosmith,,You See Me Crying by Aerosmith,1,0,1,0
73,Hand In My Pocket,Alanis Morissette,1995,Hand In My Pocket by Alanis Morissette,1,1,1,1
74,You Oughta Know,Alanis Morissette,1995,You Oughta Know by Alanis Morissette,1,1,6,6
75,Black Velvet,Alannah Myles,1989,Black Velvet by Alannah Myles,1,1,1,1
76,Fantasy,Aldo Nova,,Fantasy by Aldo Nova,1,0,4,0
77,BE MY LOVER,Alice Cooper,,BE MY LOVER by Alice Cooper,1,0,1,0
78,Billion Dollar Babies,Alice Cooper,1973,Billion Dollar Babies by Alice Cooper,1,1,2,2
79,Eighteen,Alice Cooper,1971,Eighteen by Alice Cooper,1,1,4,4
80,Elected,Alice Cooper,1973,Elected by Alice Cooper,1,1,1,1
81,House Of Fire,Alice Cooper,,House Of Fire by Alice Cooper,1,0,1,0
82,I'm Eighteen,Alice Cooper,1971,I'm Eighteen by Alice Cooper,1,1,24,24
83,No More Mr. Nice Guy,Alice Cooper,1973,No More Mr. Nice Guy by Alice Cooper,1,1,39,39
84,School's Out,Alice Cooper,1972,School's Out by Alice Cooper,1,1,44,44
85,Under My Wheels,Alice Cooper,1971,Under My Wheels by Alice Cooper,1,1,18,18
86,Welcome To My Nightmare,Alice Cooper,1975,Welcome To My Nightmare by Alice Cooper,1,1,10,10
87,Down in a Hole,Alice In Chains,1992,Down in a Hole by Alice In Chains,1,1,1,1
88,Man In The Box,Alice In Chains,1990,Man In The Box by Alice In Chains,1,1,13,13
89,No Excuses,Alice In Chains,1994,No Excuses by Alice In Chains,1,1,2,2
90,Rooster,Alice In Chains,1992,Rooster by Alice In Chains,1,1,2,2
91,Them Bones,Alice In Chains,1992,Them Bones by Alice In Chains,1,1,2,2
92,Would?,Alice In Chains,1992,Would? by Alice In Chains,1,1,2,2
93,Ain't Wastin' Time No More,Allman Brothers Band,1972,Ain't Wastin' Time No More by Allman Brothers Band,1,1,1,1
94,Blue Sky,Allman Brothers Band,1972,Blue Sky by Allman Brothers Band,1,1,1,1
95,Good Clean Fun,Allman Brothers Band,1990,Good Clean Fun by Allman Brothers Band,1,1,2,2
96,In Memory Of Elizabeth Reed,Allman Brothers Band,1970,In Memory Of Elizabeth Reed by Allman Brothers Band,1,1,1,1
97,Jessica,Allman Brothers Band,1973,Jessica by Allman Brothers Band,1,1,12,12
98,Melissa,Allman Brothers Band,1972,Melissa by Allman Brothers Band,1,1,6,6
99,Midnight Rider,Allman Brothers Band,1970,Midnight Rider by Allman Brothers Band,1,1,21,21
100,No One to Run With,Allman Brothers Band,1994,No One to Run With by Allman Brothers Band,1,1,3,3
101,One Way Out,Allman Brothers Band,,One Way Out by Allman Brothers Band,1,0,3,0
102,Ramblin' Man,Allman Brothers Band,1973,Ramblin' Man by Allman Brothers Band,1,1,34,34
103,Southbound,Allman Brothers Band,,Southbound by Allman Brothers Band,1,0,2,0
104,Statesboro Blues,Allman Brothers Band,1971,Statesboro Blues by Allman Brothers Band,1,1,4,4
105,Whippin' Post,Allman Brothers Band,,Whippin' Post by Allman Brothers Band,1,0,6,0
106,A Horse With No Name,America,1972,A Horse With No Name by America,1,1,26,26
107,Sister Golden Hair,America,1975,Sister Golden Hair by America,1,1,19,19
108,Ventura Highway,America,1972,Ventura Highway by America,1,1,1,1
109,Don't Bring Me Down,Animals II,1966,Don't Bring Me Down by Animals II,1,1,1,1
110,Don't Let Me Be Misunderstood,Animals II,1965,Don't Let Me Be Misunderstood by Animals II,1,1,1,1
111,Immigrant Song,Ann Wilson,,Immigrant Song by Ann Wilson,1,0,2,0
112,Roller,April Wine,,Roller by April Wine,1,0,1,0
113,Hold Your Head Up,Argent,1972,Hold Your Head Up by Argent,1,1,11,11
114,Coming into Los Angeles,Arlo Guthrie,,Coming into Los Angeles by Arlo Guthrie,1,0,1,0
115,Wayside,Artful Dodger,,Wayside by Artful Dodger,1,0,1,0
116,Heat of the Moment,Asia,1982,Heat of the Moment by Asia,1,1,37,37
117,Only Time Will Tell,Asia,1982,Only Time Will Tell by Asia,1,1,3,3
118,So Into You,Atlanta Rhythm Section,1976,So Into You by Atlanta Rhythm Section,1,1,1,1
119,Spooky,Atlanta Rhythm Section,,Spooky by Atlanta Rhythm Section,1,0,1,0
120,Like a Stone,Audioslave,2002,Like a Stone by Audioslave,1,1,1,1
121,Blondes In Black Cars,Autograph,,Blondes In Black Cars by Autograph,1,0,1,0
122,Turn Up the Radio,Autograph,1984,Turn Up the Radio by Autograph,1,1,21,21
123,Rock And Roll Party In The Streets,Axe,,Rock And Roll Party In The Streets by Axe,1,0,1,0
124,Let It Ride,Bachman-Turner Overdrive,1973,Let It Ride by Bachman-Turner Overdrive,1,1,13,13
125,Roll On Down The Highway,Bachman-Turner Overdrive,,Roll On Down The Highway by Bachman-Turner Overdrive,1,0,5,0
126,Takin' Care Of Business,Bachman-Turner Overdrive,1973,Takin' Care Of Business by Bachman-Turner Overdrive,1,1,39,39
127,You Ain't Seen Nothin' Yet,Bachman-Turner Overdrive,1974,You Ain't Seen Nothin' Yet by Bachman-Turner Overdrive,1,1,69,69
128,Bad Company,Bad Company,1974,Bad Company by Bad Company,1,1,96,96
129,Burnin' Sky,Bad Company,1977,Burnin' Sky by Bad Company,1,1,41,41
130,Can't Get Enough,Bad Company,1974,Can't Get Enough by Bad Company,1,1,41,41
131,Feel Like Makin' Love,Bad Company,,Feel Like Makin' Love by Bad Company,1,0,113,0
132,Gone Gone Gone,Bad Company,,Gone Gone Gone by Bad Company,1,0,25,0
133,Good Lovin' Gone Bad,Bad Company,,Good Lovin' Gone Bad by Bad Company,1,0,10,0
134,Movin' On,Bad Company,,Movin' On by Bad Company,1,0,17,0
135,Ready For Love,Bad Company,,Ready For Love by Bad Company,1,0,45,0
136,Rock 'n' Roll Fantasy,Bad Company,,Rock 'n' Roll Fantasy by Bad Company,1,0,91,0
137,Rock Steady,Bad Company,,Rock Steady by Bad Company,1,0,3,0
138,Run With The Pack,Bad Company,,Run With The Pack by Bad Company,1,0,11,0
139,Seagull,Bad Company,1974,Seagull by Bad Company,1,1,1,1
140,Shooting Star,Bad Company,1975,Shooting Star by Bad Company,1,1,62,62
141,"Silver, Blue And Gold",Bad Company,,"Silver, Blue And Gold by Bad Company",1,0,11,0
142,When I See You Smile,Bad English,1989,When I See You Smile by Bad English,1,1,1,1
143,No Matter What,Badfinger,1970,No Matter What by Badfinger,1,1,2,2
144,Walks Like A Woman,Baton Rouge,,Walks Like A Woman by Baton Rouge,1,0,1,0
145,(You Gotta) Fight for Your Right (To Party),Beastie Boys,1986,(You Gotta) Fight for Your Right (To Party) by Beastie Boys,1,1,4,4
146,No Sleep Till Brooklyn,Beastie Boys,1986,No Sleep Till Brooklyn by Beastie Boys,1,1,3,3
147,Loser,Beck,1994,Loser by Beck,1,1,1,1
148,In a Big Country,Big Country,1983,In a Big Country by Big Country,1,1,2,2
149,Rock Around the Clock,Bill Haley,1955,Rock Around the Clock by Bill Haley,1,1,1,1
150,AIN'T NO SUNSHINE,Bill Withers,1971,AIN'T NO SUNSHINE by Bill Withers,1,1,1,1
151,Cradle of Love,Billy Idol,1990,Cradle of Love by Billy Idol,1,1,6,6
152,Dancing With Myself,Billy Idol,1980,Dancing With Myself by Billy Idol,1,1,20,20
153,Eyes Without a Face,Billy Idol,1984,Eyes Without a Face by Billy Idol,1,1,2,2
154,Mony Mony,Billy Idol,,Mony Mony by Billy Idol,1,0,21,0
155,Rebel Yell,Billy Idol,1984,Rebel Yell by Billy Idol,1,1,89,89
156,White Wedding,Billy Idol,1982,White Wedding by Billy Idol,1,1,84,84
157,Allentown,Billy Joel,1982,Allentown by Billy Joel,1,1,1,1
158,Big Shot,Billy Joel,1978,Big Shot by Billy Joel,1,1,27,27
159,Captain Jack,Billy Joel,1973,Captain Jack by Billy Joel,1,1,7,7
160,Don't Ask Me Why,Billy Joel,,Don't Ask Me Why by Billy Joel,1,0,2,0
161,Goodnight Saigon,Billy Joel,1983,Goodnight Saigon by Billy Joel,1,1,1,1
162,It's Still Rock And Roll To Me,Billy Joel,1980,It's Still Rock And Roll To Me by Billy Joel,1,1,22,22
163,Miami 2017 {seen The Lights Go Out On Broadway} (live 1,Billy Joel,1976,Miami 2017 {seen The Lights Go Out On Broadway} (live 1 by Billy Joel,1,1,5,5
164,Movin' Out (Anthony's Song),Billy Joel,1977,Movin' Out (Anthony's Song) by Billy Joel,1,1,26,26
165,My Life,Billy Joel,1978,My Life by Billy Joel,1,1,11,11
166,New York State Of Mind,Billy Joel,1976,New York State Of Mind by Billy Joel,1,1,2,2
167,Only The Good Die Young,Billy Joel,1977,Only The Good Die Young by Billy Joel,1,1,21,21
168,Piano Man,Billy Joel,1973,Piano Man by Billy Joel,1,1,37,37
169,Prelude/angry Young Man,Billy Joel,,Prelude/angry Young Man by Billy Joel,1,0,1,0
170,Scenes From An Italian Restaurant,Billy Joel,1977,Scenes From An Italian Restaurant by Billy Joel,1,1,3,3
171,SHE'S ALWAYS A WOMAN,Billy Joel,1977,SHE'S ALWAYS A WOMAN by Billy Joel,1,1,1,1
172,Sometimes A Fantasy,Billy Joel,1980,Sometimes A Fantasy by Billy Joel,1,1,3,3
173,The Ballad Of Billy The Kid,Billy Joel,1973,The Ballad Of Billy The Kid by Billy Joel,1,1,2,2
174,The Stranger,Billy Joel,1977,The Stranger by Billy Joel,1,1,5,5
175,You May Be Right,Billy Joel,1980,You May Be Right by Billy Joel,1,1,30,30
176,Baby Come Back,Billy Rankin,,Baby Come Back by Billy Rankin,1,0,1,0
177,Everybody Wants You,Billy Squier,,Everybody Wants You by Billy Squier,1,0,59,0
178,In the Dark,Billy Squier,,In the Dark by Billy Squier,1,0,24,0
179,Lonely Is the Night,Billy Squier,1981,Lonely Is the Night by Billy Squier,1,1,80,80
180,My Kinda Lover,Billy Squier,,My Kinda Lover by Billy Squier,1,0,22,0
181,Rock Me Tonight,Billy Squier,1984,Rock Me Tonight by Billy Squier,1,1,1,1
182,She's a Runner,Billy Squier,,She's a Runner by Billy Squier,1,0,1,0
183,The Stroke,Billy Squier,1981,The Stroke by Billy Squier,1,1,83,83
184,Children Of The Sun,Billy Thorpe,,Children Of The Sun by Billy Thorpe,1,0,2,0
185,Fairies Wear Boots,Black Sabbath,1970,Fairies Wear Boots by Black Sabbath,1,1,1,1
186,Heaven and Hell,Black Sabbath,1980,Heaven and Hell by Black Sabbath,1,1,1,1
187,Iron Man,Black Sabbath,1972,Iron Man by Black Sabbath,1,1,40,40
188,N.i.b.,Black Sabbath,1970,N.i.b. by Black Sabbath,1,1,8,8
189,Neon Knights,Black Sabbath,1980,Neon Knights by Black Sabbath,1,1,1,1
190,Paranoid,Black Sabbath,1970,Paranoid by Black Sabbath,1,1,105,105
191,Sweet Leaf,Black Sabbath,1971,Sweet Leaf by Black Sabbath,1,1,34,34
192,The Wizard,Black Sabbath,1970,The Wizard by Black Sabbath,1,1,1,1
193,War Pigs,Black Sabbath,1970,War Pigs by Black Sabbath,1,1,38,38
194,Highway Song,Blackfoot,,Highway Song by Blackfoot,1,0,17,0
195,"Train, Train",Blackfoot,1979,"Train, Train by Blackfoot",1,1,25,25
196,Can't Find My Way Home,Blind Faith,1969,Can't Find My Way Home by Blind Faith,1,1,4,4
197,Presence of the Lord,Blind Faith,1969,Presence of the Lord by Blind Faith,1,1,1,1
198,No Rain,Blind Melon,1992,No Rain by Blind Melon,1,1,2,2
199,Presence of the Lord,Blind Melon,,Presence of the Lord by Blind Melon,1,0,2,0
200,All the Small Things,Blink-182,1999,All the Small Things by Blink-182,1,1,1,1
201,Call Me,Blondie,1980,Call Me by Blondie,1,1,26,26
202,Heart of Glass,Blondie,1978,Heart of Glass by Blondie,1,1,11,11
203,One Way Or Another,Blondie,1978,One Way Or Another by Blondie,1,1,21,21
204,(Don't Fear) The Reaper,Blue Oyster Cult,1976,(Don't Fear) The Reaper by Blue Oyster Cult,1,1,99,99
205,Bucks Boogie,Blue Oyster Cult,,Bucks Boogie by Blue Oyster Cult,1,0,1,0
206,Burnin' for You,Blue Oyster Cult,1981,Burnin' for You by Blue Oyster Cult,1,1,107,107
207,Godzilla,Blue Oyster Cult,1977,Godzilla by Blue Oyster Cult,1,1,9,9
208,I Love the Night,Blue Oyster Cult,1977,I Love the Night by Blue Oyster Cult,1,1,2,2
209,Summertime Blues,Blue Oyster Cult,,Summertime Blues by Blue Oyster Cult,1,0,1,0
210,Song 2,Blur,1997,Song 2 by Blur,1,1,3,3
211,Just Like A Woman,Bob Dylan,1966,Just Like A Woman by Bob Dylan,1,1,1,1
212,Knockin' On Heaven's Door,Bob Dylan,1973,Knockin' On Heaven's Door by Bob Dylan,1,1,22,22
213,Like a Rolling Stone,Bob Dylan,1965,Like a Rolling Stone by Bob Dylan,1,1,3,3
214,Positively 4th Street,Bob Dylan,1965,Positively 4th Street by Bob Dylan,1,1,3,3
215,Subterranean Homesick Blues,Bob Dylan,1965,Subterranean Homesick Blues by Bob Dylan,1,1,1,1
216,Tangled Up In Blue,Bob Dylan,1975,Tangled Up In Blue by Bob Dylan,1,1,5,5
217,Exodus,Bob Marley,,Exodus by Bob Marley,1,0,1,0
218,Jamming,Bob Marley,,Jamming by Bob Marley,1,0,5,0
219,"No Woman, No Cry",Bob Marley,1975,"No Woman, No Cry by Bob Marley",1,1,1,1
220,One Love,Bob Marley,1977,One Love by Bob Marley,1,1,2,2
221,Stir It Up,Bob Marley,,Stir It Up by Bob Marley,1,0,2,0
222,Three Little Birds,Bob Marley,,Three Little Birds by Bob Marley,1,0,1,0
223,Against The Wind,Bob Seger,1980,Against The Wind by Bob Seger,1,1,39,39
224,Betty Lou's Gettin' Out Tonigh,Bob Seger,,Betty Lou's Gettin' Out Tonigh by Bob Seger,1,0,1,0
225,Come to Poppa,Bob Seger,,Come to Poppa by Bob Seger,1,0,4,0
226,Feel Like a Number,Bob Seger,,Feel Like a Number by Bob Seger,1,0,6,0
227,Fire Down Below,Bob Seger,1977,Fire Down Below by Bob Seger,1,1,1,1
228,Get Out of Denver,Bob Seger,,Get Out of Denver by Bob Seger,1,0,1,0
229,Her Strut,Bob Seger,1980,Her Strut by Bob Seger,1,1,29,29
230,Hollywood Nights,Bob Seger,1978,Hollywood Nights by Bob Seger,1,1,43,43
231,Horizontal Bop,Bob Seger,,Horizontal Bop by Bob Seger,1,0,2,0
232,Katmandu,Bob Seger,1975,Katmandu by Bob Seger,1,1,7,7
233,Mainstreet,Bob Seger,1977,Mainstreet by Bob Seger,1,1,7,7
234,Night Moves,Bob Seger,1976,Night Moves by Bob Seger,1,1,47,47
235,Old Time Rock & Roll,Bob Seger,1978,Old Time Rock & Roll by Bob Seger,1,1,42,42
236,Ramblin' Gamblin' Man,Bob Seger,1968,Ramblin' Gamblin' Man by Bob Seger,1,1,12,12
237,Rock And Roll Never Forgets,Bob Seger,1977,Rock And Roll Never Forgets by Bob Seger,1,1,24,24
238,Roll Me Away,Bob Seger,,Roll Me Away by Bob Seger,1,0,5,0
239,Still the Same,Bob Seger,1978,Still the Same by Bob Seger,1,1,15,15
240,Sunspot Baby,Bob Seger,,Sunspot Baby by Bob Seger,1,0,5,0
241,The Fire Down Below,Bob Seger,,The Fire Down Below by Bob Seger,1,0,18,0
242,Travelin' Man,Bob Seger,,Travelin' Man by Bob Seger,1,0,4,0
243,Turn On Your Love Light,Bob Seger,,Turn On Your Love Light by Bob Seger,1,0,1,0
244,Turn The Page,Bob Seger,1973,Turn The Page by Bob Seger,1,1,91,91
245,We've Got Tonite,Bob Seger,1978,We've Got Tonite by Bob Seger,1,1,1,1
246,You'll Accompany Me,Bob Seger,,You'll Accompany Me by Bob Seger,1,0,1,0
247,Hypnotized,Bob Welch,,Hypnotized by Bob Welch,1,0,2,0
248,Bad Medicine,Bon Jovi,1988,Bad Medicine by Bon Jovi,1,1,7,7
249,Blaze of Glory,Bon Jovi,1990,Blaze of Glory by Bon Jovi,1,1,8,8
250,Born To Be My Baby,Bon Jovi,1989,Born To Be My Baby by Bon Jovi,1,1,1,1
251,Lay Your Hands On Me,Bon Jovi,1988,Lay Your Hands On Me by Bon Jovi,1,1,2,2
252,Livin' On A Prayer,Bon Jovi,1986,Livin' On A Prayer by Bon Jovi,1,1,74,74
253,Raise Your Hands,Bon Jovi,,Raise Your Hands by Bon Jovi,1,0,1,0
